input_text,product,quantity,price_satuan,pattern
bu 10 cilok kuah seblak makan sini nih [SEP] oke siap kak,cilok kuah seblak,10,-1,2
mbak order crispy chicken sayap ol  7 [SEP] oke kak crispy chicken sayap ol harganya rp 62.000 totalnya rp62rb,crispy chicken sayap ol,7,62000,2
"order 8 mie kuning goreng, terus ayam cabe ijo nya sebungkus dong kak [SEP] noted kak mie kuning goreng 8 porsi rp 36.000 sama ayam cabe ijo sebungkus porsi rp 46.000, total 82 ribu",mie kuning goreng & ayam cabe ijo,8 & sebungkus,-1,4
mbak bisa pesan sebotol nasi nila asam manis level dewa dong kak [SEP] noted kak nasi nila asam manis 60.000 per porsi totalnya rp60rb,nasi nila asam manis,sebotol,60000,1
kk order seblak ceker bakso dibungkus 2 nih [SEP] noted kak seblak ceker bakso 57k per porsi totalnya rp 57.000,seblak ceker bakso,2,57000,2
pak bisa pesan 6 nasi basos teriyaki dibungkus dong [SEP] noted kak nasi basos teriyaki rp74rb per porsi totalnya rp74rb,nasi basos teriyaki,6,74000,2
"pesan nasi ayam penyet 8 porsi dan nasi pecel udang goreng setengah porsi ya [SEP] baik kak, 8 nasi ayam penyet (67rb) + setengah nasi pecel udang goreng (rp 61.000) = rp 128.000 ya",nasi ayam penyet & nasi pecel udang goreng,8 & setengah,-1,4
pesen jus buah pear jumbo nya sebungkus porsi [SEP] siap jus buah pear jumbo 36.000 totalnya rp36rb kak,jus buah pear jumbo,sebungkus,36000,2
"order 7 ayam paha atas hot lava, terus chicken steak nya segelas ya kak [SEP] noted kak ayam paha atas hot lava 7 porsi 63.000 sama chicken steak segelas porsi rp44rb, total rp107rb",ayam paha atas hot lava & chicken steak,7 & segelas,-1,4
nasi bebek goreng abang 8 bungkus ya mbak [SEP] siap nasi bebek goreng abang rp 55.000 totalnya rp55rb kak,nasi bebek goreng abang,8,55000,1
bang mauuuuuu pesen 3 cajun chicken omu pedesssss sedang nih [SEP] siap kak cajun chicken omu 34.000 per porsi total 34rb ya,cajun chicken omu,3,34000,3
kk order nasi goreng sambal matah pedas sedang setengah nih [SEP] siap kak,nasi goreng sambal matah,setengah,-1,3
"pesan 2 nasi campur ayam crispy 2 bakso malang kak [SEP] oke kak nasi campur ayam crispy 2 dan bakso malang 2, totalnya rp119rb",nasi campur ayam crispy & bakso malang,2 & 2,-1,4
susu lychee sebungkus bungkus ya bg [SEP] siap susu lychee 30 ribu totalnya 30rb kak,susu lychee,sebungkus,30000,2
mau pesen 2 frozen dimsum ayam dibungkus ya kak [SEP] siap frozen dimsum ayam 18 ribu totalnya rp 18.000 kak,frozen dimsum ayam,2,18000,2
minta 10 kroket ayam pedes mampus ya kak [SEP] siap kak kroket ayam rp8rb per porsi total rp8rb ya,kroket ayam,10,8000,1
kk 6 ayam penyet goreng anget aja dong [SEP] oke ayam penyet goreng harga 72 ribu total 72k ya kak,ayam penyet goreng,6,72000,2
min pesen nasi goreng aceh anget aja yang harganya 20.000 tiga piring porsi dong [SEP] baik kak nasi goreng aceh 20.000 satuan totalnya 20k,nasi goreng aceh,tiga piring,20000,3
mai es cendol ceria jumlahnya sebungkus ya kak [SEP] oke kak es cendol ceria harganya 14 ribu totalnya rp 14.000,es cendol ceria,sebungkus,14000,3
minta 5 nasi telor omahan sambal merah pedes mampus ya kak [SEP] baik kak,nasi telor omahan sambal merah,5,-1,2
min mau pesen 9 nasi pecel onclang level dewa ya [SEP] oke nasi pecel onclang harga 22k total 22k ya kak,nasi pecel onclang,9,22000,2
"kak pesen segelas pop es melon cincau dan 10 ayam penyet jumbo nasi dong kak [SEP] siap kak, pop es melon cincau 12.000 dan ayam penyet jumbo nasi 24rb, jadi total rp 36.000 ya",pop es melon cincau & ayam penyet jumbo nasi,segelas & 10,-1,4
segelas teh tawar hot  kak [SEP] baik kak,teh tawar hot,segelas,-1,2
mau icehot kopi torabika capucino jumlahnya 4 ya kak [SEP] siap kak icehot kopi torabika capucino rp12rb per porsi total 12k ya,icehot kopi torabika capucino,4,12000,1
"bg nasi ayam goreng ireng tiga piring bungkus, beneran rp 20.000 kan nih [SEP] baik kak nasi ayam goreng ireng rp 20.000 satuan totalnya 20rb",nasi ayam goreng ireng,tiga piring,20000,3
kak mau pesen 1 mie kuah ayam  ya [SEP] oke mie kuah ayam harga rp35rb total 35rb ya kak,mie kuah ayam,1,35000,1
nmo pesen 2 ayam kfc nasi pedes mampus ya kak [SEP] siap kak ayam kfc nasi 67 rb per porsi total 67rb ya,ayam kfc nasi,2,67000,3
"kak wedang susu jahe panas 9 bungkus, beneran 72.000 kan nih [SEP] noted kak wedang susu jahe panas 72.000 per porsi totalnya 72rb",wedang susu jahe panas,9,72000,3
pesen es lychee tea nya sebotol porsi ya [SEP] oke kak es lychee tea harganya 29.000 totalnya 29k,es lychee tea,sebotol,29000,2
"min chicken fillet curry sebotol bungkus, beneran 67 ribu kan dong [SEP] baik kak chicken fillet curry 67 ribu satuan totalnya rp 67.000",chicken fillet curry,sebotol,67000,1
mau segelas frozen dimsum ayam makan sini budget 53k ya kak [SEP] frozen dimsum ayam 53k ya kak jadi 53k,frozen dimsum ayam,segelas,53000,1
kk tiga piring sop patin mamam sini dong kak [SEP] sop patin 47k ya kak jadi 47.000,sop patin,tiga piring,47000,3
kk order ayam geprek sambal petepotong level dewa 2 dong kak [SEP] siap ayam geprek sambal petepotong rp71rb totalnya 71 ribu kak,ayam geprek sambal petepotong,2,71000,1
mau seporsi es cincau anget aja budget 8k ya kak [SEP] oke kak es cincau harganya 8k totalnya 8rb,es cincau,seporsi,8000,1
mau 10 chicken wings w waffle potato esnya dikit aja kak [SEP] siap kak chicken wings w waffle potato 66 ribu per porsi total rp66rb ya,chicken wings w waffle potato,10,66000,2
bg order soto kulit makan sini 7 kak [SEP] siyaap kak soto kulit 68rb per porsi total rp68rb ya,soto kulit,7,68000,3
minta sebungkus takoyaki bakso pedes mampus dong [SEP] oke siap kak,takoyaki bakso,sebungkus,-1,2
"pesan corndog mozabakso ikan satu porsi dan kopi susu satu porsi ya kak [SEP] baik kak, satu corndog mozabakso ikan (14.000) + satu kopi susu (74k) = 88k ya",corndog mozabakso ikan & kopi susu,satu & satu,-1,4
minta 8 es arbei anget aja ya [SEP] oke kak pesanannya masuk ya,es arbei,8,-1,2
mau 3 nasi penyetan reguler esnya dikit aja dong kak [SEP] siap nasi penyetan reguler 58.000 totalnya rp58rb kak,nasi penyetan reguler,3,58000,2
boleh pesan 3 ayam bakwan penyet [SEP] siap ayam bakwan penyet 28rb totalnya 28 ribu kak,ayam bakwan penyet,3,28000,2
min pesen bakso babat anget aja yang harganya 48 ribu 7 porsi [SEP] baik kak bakso babat 48 ribu satuan totalnya 48 ribu,bakso babat,7,48000,1
min mau pesen sebotol hazelnut ice latte level dewa [SEP] hazelnut ice latte rp 39.000 ya kak jadi 39k,hazelnut ice latte,sebotol,39000,1
min bisa pesan segelas nasi goreng meko anget aja kak [SEP] baik kak nasi goreng meko 15.000 satuan totalnya 15k,nasi goreng meko,segelas,15000,1
setengah es suler susu teller dibungkus ya kak [SEP] siap es suler susu teller rp68rb totalnya 68k kak,es suler susu teller,setengah,68000,3
mau pesen 7 cilok makan sini dong kak [SEP] cilok 12 ribu ya kak jadi rp 12.000,cilok,7,12000,1
minta 3 nasi sambal udang asam sunti gak pake bawang dong kak [SEP] nasi sambal udang asam sunti rp59rb ya kak jadi 59 ribu,nasi sambal udang asam sunti,3,59000,1
mbak setengah thai tea cappucino level dewa ya [SEP] oke thai tea cappucino harga 38 ribu total rp 38.000 ya kak,thai tea cappucino,setengah,38000,1
"pesan segelas cilok kuah original frozen satu martabak telor spesial kak [SEP] noted kak cilok kuah original frozen segelas porsi 73rb sama martabak telor spesial satu porsi 5 ribu, total rp78rb",cilok kuah original frozen & martabak telor spesial,segelas & satu,-1,4
kak soto sukaraja mskn anget aja 5 [SEP] noted kak soto sukaraja masakan 23k per porsi totalnya rp23rb,soto sukaraja masakan,5,23000,3
pak segelas ayam sarang semut nasi level dewa dong kak [SEP] siap kak ayam sarang semut nasi rp36rb per porsi total 36.000 ya,ayam sarang semut nasi,segelas,36000,2
pak nasi rawon wong soeroboyo esnya dikit aja setengah ya [SEP] oke noted,nasi rawon wong soeroboyo,setengah,-1,1
"thai tea coffee pedas sedang setengah, ifumie goreng biasa 1 [SEP] siap kak, thai tea coffee 39rb dan ifumie goreng biasa 40.000, jadi total 79rb ya",thai tea coffee & ifumie goreng biasa,setengah & 1,-1,4
mau nasi ayam kampung wader jumlahnya 4 nih [SEP] siap kak nasi ayam kampung wader 7k per porsi total 7 ribu ya,nasi ayam kampung wader,4,7000,1
pesen banana latte hot cold nya 8 porsi [SEP] baik kak,banana latte hot cold,8,-1,2
minta tiga piring bakso aci tahu pangsit pedes mampus dong [SEP] noted kak bakso aci tahu pangsit rp45rb per porsi totalnya 45.000,bakso aci tahu pangsit,tiga piring,45000,2
"maaasss nasi sop daging 10 bungkus, beneran rp55rb kan nih [SEP] siap nasi sop daging rp55rb totalnya rp 55.000 kak",nasi sop daging,10,55000,3
"order setengah mie tek tek mevvah, terus vegas chicken burger nya tiga piring ya [SEP] oke kak mie tek tek mevvah setengah dan vegas chicken burger tiga piring, totalnya rp51rb",mie tek tek mevvah & vegas chicken burger,setengah & tiga piring,-1,4
mau french fries with sausage jumlahnya setengah ya [SEP] french fries with sausage rp10rb ya kak jadi rp 10.000,french fries with sausage,setengah,10000,2
"pesan bandreksusutelur 5 porsi dan original chicken 7 porsi dong kak [SEP] oke kak bandreksusutelur 5 dan original chicken 7, totalnya rp 81.000",bandreksusutelur & original chicken,5 & 7,-1,4
pak 7 hau yu mie pedes mampus dong kak [SEP] siap hau yu mie rp 37.000 totalnya 37 ribu kak,hau yu mie,7,37000,2
pesan 6 nasi ayam laos dibungkus dong kak [SEP] oke noted,nasi ayam laos,6,-1,2
boleh pesan 2 nasi goreng tomyum pedas sedang nih [SEP] nasi goreng tomyum 63rb ya kak jadi rp63rb,nasi goreng tomyum,2,63000,1
9 nasi goreng premium sei ayam nmakan sini kak [SEP] shap nasi goreng premium sei ayam 63 ribu totalnya 63.000 kak,nasi goreng premium sei ayam,9,63000,3
pesen brownies almond nya seporsi porsi [SEP] oke brownies almond harga 34k total rp 34.000 ya kak,brownies almond,seporsi,34000,2
pesen kopi sadis double shoot nya 2 porsi kak [SEP] siap kak kopi sadis double shoot 38 ribu per porsi total 38 ribu ya,kopi sadis double shoot,2,38000,2
pesen chicken floss top nya 6 porsi dong kak [SEP] noted kak chicken floss top rp 68.000 per porsi totalnya rp 68.000,chicken floss top,6,68000,1
"pesan 2 spaghetti chicken parmigiana 8 nasi goreng ayam lada hitam ya kak [SEP] noted kak spaghetti chicken parmigiana 2 porsi 60k sama nasi goreng ayam lada hitam 8 porsi 31rb, total 91k",spaghetti chicken parmigiana & nasi goreng ayam lada hitam,2 & 8,-1,4
minta 7 brownies cheese dibungkus ya kak,brownies cheese,7,-1,1
2 nasi pecel original anget aja dong [SEP] baik kak nasi pecel original rp 31.000 satuan totalnya 31 ribu,nasi pecel original,2,31000,1
bg pesen jus marqisa pedes mampus yang harganya 51k 9 porsi [SEP] oke jus marqisa harga 51k total 51k ya kak,jus marqisa,9,51000,3
"ayam paha atas hot lava makan sini seporsi, black pepper chicken wrap setengah ya kak [SEP] siap kak, ayam paha atas hot lava 44rb dan black pepper chicken wrap 70 ribu, jadi total rp114rb ya",ayam paha atas hot lava & black pepper chicken wrap,seporsi & setengah,-1,4
"bakso kriuk makan sini 9, mie djoedes gokil standart dua [SEP] oke kak bakso kriuk 9 dan mie djoedes gokil standart dua, totalnya 54k",bakso kriuk & mie djoedes gokil standart,9 & dua,-1,4
mau sebungkus otot empal penyet pedesssss sedang [SEP] noted kak otot empal penyet 21rb per porsi totalnya 21k,otot empal penyet,sebungkus,21000,3
kak mau pesen seporsi sop kaki sapi masakan [SEP] oke noted,sop kaki sapi masakan,seporsi,-1,2
"chicken fillet curry 3 bungkus dan tiga piring es campur [SEP] oke kak chicken fillet curry 3 dan es campur tiga piring, totalnya 44rb",chicken fillet curry & es campur,3 & tiga piring,-1,4
"nasi penyetan lele 5 bungkus dan 7 dimsum ayam dong kak [SEP] oke kak nasi penyetan lele 5 dan dimsum ayam 7, totalnya 114k",nasi penyetan lele & dimsum ayam,5 & 7,-1,4
pesan 4 sup ayam makan sini kak [SEP] siap sup ayam 4k totalnya 4.000 kak,sup ayam,4,4000,1
boleh request 7 es pelangi anget aja kak [SEP] oke kak es pelangi hrgny rp11rb totalnya 11.000,es pelangi,7,11000,3
mau chicken wings nyayap cheecorn jumlahnya 7,chicken wings nyayap cheecorn,7,-1,2
min bisa pesan segelas nasi lele penyet gak pake bawang ya kak [SEP] siap kak nasi lele penyet 52k per porsi total rp52rb ya,nasi lele penyet,segelas,52000,2
pak satu es strawberry m pedes mampus ya [SEP] siap es strawberry m 63.000 totalnya rp 63.000 kak,es strawberry m,satu,63000,2
bg bisa pesan tiga piring coklat hangat [SEP] oke coklat hangat harga 68 ribu total 68k ya kak,coklat hangat,tiga piring,68000,1
"steak bakso tumpeng besar dibungkus 1, nasi ayam kampung wader seporsi dong kak [SEP] baik kak, 1 steak bakso tumpeng besar (51k) + seporsi nasi ayam kampung wader (50rb) = 101 ribu ya",steak bakso tumpeng besar & nasi ayam kampung wader,1 & seporsi,-1,4
minta 9 nasi uduk komplit esnya dikit aja nih [SEP] nasi uduk komplit rp 64.000 ya kak jadi 64 ribu,nasi uduk komplit,9,64000,2
min black pepper chicken wrap  sebotol dong [SEP] baik kak,black pepper chicken wrap,sebotol,-1,3
bang mau pesen dua indomie rendang kribo esnya dikit aja [SEP] noted kak indomie rendang kribo 44.000 per porsi totalnya rp44rb,indomie rendang kribo,dua,44000,3
mau 5 bakpao ayam kecap pedas makan sini nih [SEP] baik kak bakpao ayam kecap pedas 25k satuan totalnya rp25rb,bakpao ayam kecap pedas,5,25000,1
kak order ayam paha atas hot lava makan sini 2 [SEP] oke kak ayam paha atas hot lava harganya 29 ribu totalnya 29 ribu,ayam paha atas hot lava,2,29000,2
kak mau pesen 1 tea jus lemon gak pake bawang dong [SEP] baik kak tea jus lemon 48 ribu satuan totalnya 48.000,tea jus lemon,1,48000,2
mbak tahu goreng pedas sedang sebungkus [SEP] oke siap kak,tahu goreng,sebungkus,-1,3
"pesan 8 ifumie goreng biasa 1 ayam penyet jumbo nasi ya kak [SEP] noted kak ifumie goreng biasa 8 porsi 69rb sama ayam penyet jumbo nasi 1 porsi 46k, total 115k",ifumie goreng biasa & ayam penyet jumbo nasi,8 & 1,-1,4
bang maok pesen 1 es durian red velvet gak pake bawang [SEP] siyaap kak es durian red velvet 50 ribu per porsi total 50.000 ya,es durian red velvet,1,50000,3
"kak nasi goreng aceh 5 bungkus, beneran rp49rb kan dong kak [SEP] siap kak nasi goreng aceh rp49rb per porsi total 49rb ya",nasi goreng aceh,5,49000,2
mau hot matcha latte jumlahnya 5 kak [SEP] oke noted,hot matcha latte,5,-1,3
bu pesen nasi timbel anget aja yang harganya 62rb 5 porsi ya [SEP] nasi timbel 62rb ya kak jadi 62.000,nasi timbel,5,62000,3
"pesan 3 sop daging sapi 1 tahu bulat ya kak [SEP] oke kak sop daging sapi 3 dan tahu bulat 1, totalnya rp93rb",sop daging sapi & tahu bulat,3 & 1,-1,4
minta 1 coklat hangat level dewa kak [SEP] oke siap kak,coklat hangat,1,-1,3
pesen tahu tempe penyet nya seporsi porsi ya [SEP] oke kak pesanannya masuk ya,tahu tempe penyet,seporsi,-1,2
bang pesen nasi sereh bungkus limasari level dewa yang harganya 20.000 6 porsi dong kak [SEP] baik kak nasi sereh bungkus limasari 20.000 satuan totalnya 20rb,nasi sereh bungkus limasari,6,20000,2
"bursay burger sapi ayam dibungkus 5, itaewon mozzy chicken xxl setengah ya kak [SEP] baik kak, 5 bursay burger sapi ayam (13k) + setengah itaewon mozzy chicken xxl (7 ribu) = 20 ribu ya",bursay burger sapi ayam & itaewon mozzy chicken xxl,5 & setengah,-1,4
mau 9 nasi pecel original makan sini nih [SEP] siap kak nasi pecel original 64rb per porsi total rp 64.000 ya,nasi pecel original,9,64000,2
bisa pesan seporsi bebek goreng serundeng level dewa ya kak [SEP] oke bebek goreng serundeng harga 43 ribu total 43.000 ya kak,bebek goreng serundeng,seporsi,43000,2
duo crispy chicken ol 1 bungkus ya [SEP] siap kak duo crispy chicken ol rp 65.000 per porsi total rp65rb ya,duo crispy chicken ol,1,65000,2
bu mau pesen 1 nasi gurih ikan anget aja ya kak [SEP] baik kak nasi gurih ikan rp 7.000 satuan totalnya 7rb,nasi gurih ikan,1,7000,2
pesen nasi goreng spesial ayam nya 8 porsi dong kak [SEP] oke nasi goreng spesial ayam harga 29k total rp29rb ya kak,nasi goreng spesial ayam,8,29000,1
kk 4 es boba choco cheese gak pake bawang ya [SEP] noted kak ditunggu ya,es boba choco cheese,4,-1,1
bl 5 soto ampela nih [SEP] oke kak soto ampela harganya 21rb totalnya rp 21.000,soto ampela,5,21000,3
indomie gorengrebus telor segelas bungkus ya kak [SEP] indomie gorengrebus telor 10 ribu ya kak jadi 10 ribu,indomie gorengrebus telor,segelas,10000,2
setengah ayam blackpaper squash anget aja ya,ayam blackpaper squash,setengah,-1,3
8 kopi susu pandan  ya kak [SEP] siap kak kopi susu pandan 31.000 per porsi total rp31rb ya,kopi susu pandan,8,31000,2
kak mau order sebotol chicken cutlet gak pake bawang dong [SEP] siap kak chicken cutlet 4k per porsi total 4rb ya,chicken cutlet,sebotol,4000,1
pak bisa pesan 1 nasi penyetan ikan asap pedas sedang ya kak [SEP] baik kak nasi penyetan ikan asap 24rb satuan totalnya 24k,nasi penyetan ikan asap,1,24000,2
"bu mau 5 nasi pecel nganjuk telur sama 9 nasi belut pe dong [SEP] baik kak, 5 nasi pecel nganjuk telur (67.000) + 9 nasi belut pe (47 ribu) = 114 ribu ya",nasi pecel nganjuk telur & nasi belut pe,5 & 9,-1,4
"bakso iga 1 bungkus dan sebungkus ayam penyet [SEP] siap kak, bakso iga 8k dan ayam penyet 17k, jadi total 25.000 ya",bakso iga & ayam penyet,1 & sebungkus,-1,4
kak order chicken yakimeshi large gak pake bawang 8 dong [SEP] siapp chicken yakimeshi large rp38rb totalnya 38.000 kak,chicken yakimeshi large,8,38000,3
satu crispy chicken bbq pedes mampus [SEP] oke crispy chicken bbq harga rp72rb total 72rb ya kak,crispy chicken bbq,satu,72000,3
pesen boba nya 4 porsi nih [SEP] oke kak pesanannya masuk ya,boba,4,-1,3
mau setengah roti cream susu esnya dikit aja nih [SEP] siap roti cream susu 55k totalnya 55.000 kak,roti cream susu,setengah,55000,1
pesen nasi dori sambal gempor nya 10 porsi dong kak [SEP] oke nasi dori sambal gempor harga 56k total 56rb ya kak,nasi dori sambal gempor,10,56000,2
kak mau order 9 penyetan ayam plus nasi pedas sedang nih [SEP] penyetan ayam plus nasi 25rb ya kak jadi 25rb,penyetan ayam plus nasi,9,25000,1
min order sop daging sapi masakan anget aja dua dong [SEP] siap kak sop daging sapi masakan 35.000 per porsi total 35 ribu ya,sop daging sapi masakan,dua,35000,2
mau belut goreng telur asin jumlahnya 4 nih [SEP] siap kak belut goreng telur asin 49k per porsi total 49 ribu ya,belut goreng telur asin,4,49000,2
pesen bakpao ayam kecap pedas pedes mampus yang harganya 71.000 8 porsi kak [SEP] baik kak bakpao ayam kecap pedas 71.000 satuan totalnya rp 71.000,bakpao ayam kecap pedas,8,71000,2
beli 6 es kopi irish makan sini nih [SEP] oke kak es kopi irish harganya rp28rb totalnya 28.000,es kopi irish,6,28000,1
boleh pesan dua roti bakar keju susu makan sini ya kak [SEP] siap kak roti bakar keju susu 41k per porsi total 41 ribu ya,roti bakar keju susu,dua,41000,1
mau telur penyet jumlahnya 6 kak [SEP] telur penyet rp 7.000 ya kak jadi 7k,telur penyet,6,7000,1
mau 5 pancong keju susu esnya dikit aja dong kak [SEP] pancong keju susu rp 38.000 ya kak jadi 38k,pancong keju susu,5,38000,2
pesen tempe menjes goreng dipacking yang hrgny 51.000 satu porsi [SEP] uke tempe menjes goreng harga 51.000 ttl 51k ya kak,tempe menjes goreng,satu,51000,3
mauuuuuuu 3 steak ayam yambok dibungkus ya [SEP] siap kak steak ayam yambok 27rb per porsi ttl rp27rb ya,steak ayam yambok,3,27000,3
kk sebotol chicken katsu agedashi tofu bento anget aja nih [SEP] siap kak chicken katsu agedashi tofu bento 42rb per porsi total 42 ribu ya,chicken katsu agedashi tofu bento,sebotol,42000,1
kak mau order 4 nasi goreng dimsum ayam pedes mampus dong kak [SEP] nasi goreng dimsum ayam 68 ribu ya kak jadi 68k,nasi goreng dimsum ayam,4,68000,2
pesan satu lontong kari ayamtelurteh manis pedas sedang kak [SEP] noted kak lontong kari ayamtelurteh manisss 61.000 per porsi totalnya rp 61.000,lontong kari ayamtelurteh manis,satu,61000,3
minta 1 nasi gorang seafood makan sini dong kak [SEP] oke kak nasi gorang seafood harganya 31.000 totalnya 31k,nasi gorang seafood,1,31000,2
bang brownies sekat besar pedas sedang sebungkus kak [SEP] oke brownies sekat besar harga 44 ribu total rp 44.000 ya kak,brownies sekat besar,sebungkus,44000,2
"bu mau setengah es durian red velvet sama 4 nasi kulit ya kak [SEP] noted kak es durian red velvet setengah porsi 27rb sama nasi kulit 4 porsi rp 36.000, total 63.000",es durian red velvet & nasi kulit,setengah & 4,-1,4
"pak es dawet seporsi bungkus, beneran 31 ribu kan ya [SEP] es dawet 31 ribu ya kak jadi 31k",es dawet,seporsi,31000,1
mau 1 ice dolce latte pedas sedang nih [SEP] baik kak ice dolce latte rp65rb satuan totalnya 65 ribu,ice dolce latte,1,65000,2
mau chicken wings nyayap snowy cheese jumlahnya satu dong kak,chicken wings nyayap snowy cheese,satu,-1,2
pak nasi kebuli ayam paha level dewa tiga piring nih [SEP] baik kak nasi kebuli ayam paha rp30rb satuan totalnya 30k,nasi kebuli ayam paha,tiga piring,30000,3
soto ampela 3 bungkus ya mbak [SEP] soto ampela 67k ya kak jadi 67.000,soto ampela,3,67000,2
bu order nasi goreng ati ampela gak pake bawang 7 ya kak [SEP] oke nasi goreng ati ampela harga 16 ribu total 16 ribu ya kak,nasi goreng ati ampela,7,16000,2
"order segelas bakso kuah taichan, terus nasi campur ayam nya sebungkus [SEP] baik kak, segelas bakso kuah taichan (44k) + sebungkus nasi campur ayam (rp16rb) = 60.000 ya",bakso kuah taichan & nasi campur ayam,segelas & sebungkus,-1,4
"nasi goreng ikan teri medan dibungkus seporsi, bakso aci telor sebungkus dong [SEP] baik kak, seporsi nasi goreng ikan teri medan (6 ribu) + sebungkus bakso aci telor (rp3rb) = rp 9.000 ya",nasi goreng ikan teri medan & bakso aci telor,seporsi & sebungkus,-1,4
"mas mau 4 mie ayambakso sama sebungkus juice pepaya thailand ya [SEP] noted kak mie ayambakso 4 porsi rp 11.000 sama juice pepaya thailand sebungkus porsi 24rb, total 35k",mie ayambakso & juice pepaya thailand,4 & sebungkus,-1,4
"pesan satu bursay burger sapi ayam 6 kwetiau siram ya [SEP] siap kak, bursay burger sapi ayam 60rb dan kwetiau siram 38.000, jadi total 98rb ya",bursay burger sapi ayam & kwetiau siram,satu & 6,-1,4
mau 5 vegas chicken burger level dewa budget rp62rb [SEP] noted kak vegas chicken burger rp62rb per porsi totalnya rp 62.000,vegas chicken burger,5,62000,2
boleh pesan 8 jus semangka pedas sedang dong [SEP] oke kak jus semangka harganya rp7rb totalnya 7 ribu,jus semangka,8,7000,3
minta tiga piring kasutera matcha whole  ya kak [SEP] siap kak,kasutera matcha whole,tiga piring,-1,2
3 nasi ikan kembung bakar makan sini kak [SEP] baik kak nasi ikan kembung bakar rp41rb satuan totalnya 41.000,nasi ikan kembung bakar,3,41000,1
4 mie ayam bakso makan sini dong kak [SEP] oke kak mie ayam bakso harganya 9 ribu totalnya 9k,mie ayam bakso,4,9000,2
kak mau pesen 3 cumi penyet pedes mampus ya kak [SEP] oke noted,cumi penyet,3,-1,2
kk order susu hangat anget aja setengah,susu hangat,setengah,-1,2
bu bisa pesan 6 taro pedes mampus ya kak [SEP] oke kak taro harganya 24.000 totalnya rp 24.000,taro,6,24000,2
bg seporsi nasi gurih perkedel pedes mampus ya kak [SEP] siap nasi gurih perkedel rp 67.000 totalnya 67 ribu kak,nasi gurih perkedel,seporsi,67000,1
mbak bakso kuah taichan level dewa 9 ya [SEP] bakso kuah taichan 3 ribu ya kak jadi 3k,bakso kuah taichan,9,3000,1
"crispy chicken bbq setengah bungkus dan 5 es kopi susu mint kak [SEP] baik kak, setengah crispy chicken bbq (38 ribu) + 5 es kopi susu mint (45rb) = rp 83.000 ya",crispy chicken bbq & es kopi susu mint,setengah & 5,-1,4
boleh pesan seporsi mie ayam baksotelur pedes mampus kak [SEP] siap mie ayam baksotelur 13rb totalnya 13k kak,mie ayam baksotelur,seporsi,13000,2
mau 7 es jeruk  budget 21 ribu ya kak [SEP] noted kak es jeruk 21 ribu per porsi totalnya 21 ribu,es jeruk,7,21000,2
beli sebungkus chicken strip esnya dikit aja dong [SEP] siap kak chicken strip rp 27.000 per porsi total rp27rb ya,chicken strip,sebungkus,27000,2
pesen es sugu susu guava nya 10 porsi ya kak [SEP] baik kak es sugu susu guava rp 61.000 satuan totalnya rp 61.000,es sugu susu guava,10,61000,2
minta 8 telur ayam dadar anget aja dong kak,telur ayam dadar,8,-1,1
kak mau order 2 taro kiss esnya dikit aja ya kak [SEP] noted kak taro kiss rp55rb per porsi totalnya 55 ribu,taro kiss,2,55000,2
pesan segelas otot bakwan penyet makan sini dong kak [SEP] baik kak otot bakwan penyet rp19rb satuan totalnya rp19rb,otot bakwan penyet,segelas,19000,2
minta setengah tahu penyet gak pake bawang [SEP] siap kak tahu penyet 13rb per porsi total 13k ya,tahu penyet,setengah,13000,1
boleh pesan 7 nasi bungkus udang sambal kentang pedes mampus ya kak [SEP] oke nasi bungkus udang sambal kentang harga rp 67.000 total 67 ribu ya kak,nasi bungkus udang sambal kentang,7,67000,2
pesen bakmi goreng kari nya 1 porsi nih [SEP] oke bakmi goreng kari harga 6 ribu total rp6rb ya kak,bakmi goreng kari,1,6000,2
mbak seporsi chicken steak pedes mampus kak [SEP] chicken steak 31.000 ya kak jadi 31.000,chicken steak,seporsi,31000,3
kak mau order 2 soto bandung masakan anget aja nih [SEP] siap soto bandung masakan 5.000 totalnya rp5rb kak,soto bandung masakan,2,5000,2
bang 6 crepes goldenfil choco crunchy anget aja [SEP] siap kak,crepes goldenfil choco crunchy,6,-1,2
"bang coto mangkasara sapi masakan 6 sama es susu melon tiga piring ya kak [SEP] noted kak coto mangkasara sapi masakan 6 porsi 52rb sama es susu melon tiga piring porsi 5.000, total rp57rb",coto mangkasara sapi masakan & es susu melon,6 & tiga piring,-1,4
"bu teh anggur 7 bungkus, beneran 62.000 kan kak [SEP] siap teh anggur 62.000 totalnya 62 ribu kak",teh anggur,7,62000,1
empal penyet 2 bungkus ya [SEP] siap empal penyet 20.000 totalnya 20rb kak,empal penyet,2,20000,2
bang dua es arbei pedas sedang kak [SEP] baik kak,es arbei,dua,-1,2
mau setengah nasi goreng kecombrang ayam dibungkus budget 24 ribu dong kak [SEP] oke kak nasi goreng kecombrang ayam harganya 24 ribu totalnya 24 ribu,nasi goreng kecombrang ayam,setengah,24000,1
minta dua indomie telor dadarceplok sambal saluyu anget aja nih,indomie telor dadarceplok sambal saluyu,dua,-1,2
tiga piring ikan gembung bakarnasi  kak [SEP] ikan gembung bakarnasi rp75rb ya kak jadi 75 ribu,ikan gembung bakarnasi,tiga piring,75000,1
boleh pesan segelas teh sosro esnya dikit aja ya [SEP] siap kak teh sosro 23rb per porsi total 23.000 ya,teh sosro,segelas,23000,1
