input_text,product,quantity,price_satuan,pattern
pak udang goreng mentega 9 dong [SEP] noted kak udang goreng mentega 64.000 per porsi totalnya rp576rb,udang goreng mentega,9,64000,1
beli 8 iced banana choco latte ya [SEP] noted kak iced banana choco latte 22 ribu per porsi totalnya 176 ribu,iced banana choco latte,8,22000,2
minta 8 nasi campur hoghock dong [SEP] siap kak nasi campur hoghock rp23rb per porsi total 184rb ya,nasi campur hoghock,8,23000,1
mau 9 kopi susu ambyar ya kak [SEP] baik kak kopi susu ambyar 43 rb satuan totalnya rp 387.000,kopi susu ambyar,9,43000,3
4 nasi cumi ya kak [SEP] siap nasi cumi 25k totalnya rp 100.000 kak,nasi cumi,4,25000,1
"bang pesen 2 es temulawak dan 3 pahebat chicken burger deluxe medium nih [SEP] oke kak es temulawak 2 dan pahebat chicken burger deluxe medium 3, totalnya 294 ribu",es temulawak & pahebat chicken burger deluxe medium,2 & 3,-1,4
2 onigiri spicy chicken dong [SEP] siap onigiri spicy chicken 72.000 totalnya rp144rb kak,onigiri spicy chicken,2,72000,2
bu bisa pesan 4 nasi udang tepung penyet [SEP] nasi udang tepung penyet 70rb ya kak jadi 280k,nasi udang tepung penyet,4,70000,1
mau 7 mie kuning udangkuahgoreng kak [SEP] oke mie kuning udangkuahgoreng harga rp68rb ttl 476.000 ya kak,mie kuning udangkuahgoreng,7,68000,3
bang mau pesen 2 italian kings chicken burger dong [SEP] oke kak italian kings chicken burger harganya 35k totalnya 70rb,italian kings chicken burger,2,35000,1
bang nasi tenggiri gulai 9 dong [SEP] siap kak nasi tenggiri gulai 17 ribu per porsi total 153.000 ya,nasi tenggiri gulai,9,17000,3
6 i fu mie dong [SEP] siap kak i fu mie 52.000 per porsi total 312k ya,i fu mie,6,52000,1
mau 10 nasi goreng tuna ya [SEP] oke nasi goreng tuna harga 28rb total 280.000 ya kak,nasi goreng tuna,10,28000,1
pesan 7 chicken katsu [SEP] noted kak chicken katsu 10rb per porsi totalnya rp 70.000,chicken katsu,7,10000,2
mauuuuuu 3 lamian honey bbq chicken nih [SEP] siap lamian honey bbq chicken rp 42.000 totalnya 126k kak,lamian honey bbq chicken,3,42000,3
"gongso iga nasi 2 bungkus dan 5 risoles ragut ayam dong [SEP] noted kak gongso iga nasi 2 porsi 25rb sama risoles ragut ayam 5 porsi rp23rb, total 165k",gongso iga nasi & risoles ragut ayam,2 & 5,-1,4
4 bakmi goreng [SEP] oke kak bakmi goreng harganya 8.000 totalnya 32k,bakmi goreng,4,8000,2
mau martabak telur jumlahnya 9 dong kak [SEP] baik kak,martabak telur,9,-1,2
kak kopi susu kekinian 5 dong kak [SEP] kopi susu kekinian rp 3.000 ya kak jadi 15.000,kopi susu kekinian,5,3000,2
"order 1 susu susanti cokelat, terus mie djoedes marah nya 1 ya [SEP] siap kak, susu susanti cokelat 3rb dan mie djoedes marah 54rb, jadi total rp57rb ya",susu susanti cokelat & mie djoedes marah,1 & 1,-1,4
kak 9 mie dower goreng komplit dong kak [SEP] noks mie dower goreng komplit harga rp42rb total 378k ya kak,mie dower goreng komplit,9,42000,3
"pesan nasi ayam bakar madu 2 porsi dan mie ayam bakso keju mozarella 1 porsi ya kak [SEP] baik kak, 2 nasi ayam bakar madu (rp53rb) + 1 mie ayam bakso keju mozarella (59 ribu) = 165rb ya",nasi ayam bakar madu & mie ayam bakso keju mozarella,2 & 1,-1,4
pesan 1 kids toys chicken fillet ya kak [SEP] oke siap kak,kids toys chicken fillet,1,-1,3
"flavoured latte cold 5 bungkus dan 3 nasi goreng bscoffee ya [SEP] noted kak flavoured latte cold 5 porsi 25.000 sama nasi goreng bscoffee 3 porsi 71k, total rp338rb",flavoured latte cold & nasi goreng bscoffee,5 & 3,-1,4
bang bisa pesan 8 nasi penyet ayam sambal pencit dong [SEP] oke nasi penyet ayam sambal pencit harga rp 68.000 total 544.000 ya kak,nasi penyet ayam sambal pencit,8,68000,2
beli 5 nasi goreng dagingtelor [SEP] oke nasi goreng dagingtelor harga 17 ribu total 85rb ya kak,nasi goreng dagingtelor,5,17000,2
kk 2 oseng ayam asap kecombrang ya [SEP] noted kak oseng ayam asap kecombrang rp68rb per porsi totalnya rp 136.000,oseng ayam asap kecombrang,2,68000,1
"order 2 nasi lele manyung, terus ayam bakar bumbu rujak nya 5 [SEP] noted kak nasi lele manyung 2 porsi rp 3.000 sama ayam bakar bumbu rujak 5 porsi 53 ribu, total 271rb",nasi lele manyung & ayam bakar bumbu rujak,2 & 5,-1,4
"kak pesen 2 nasi goreng kampung dan 2 es durian original ya [SEP] oke kak nasi goreng kampung 2 dan es durian original 2, totalnya rp138rb",nasi goreng kampung & es durian original,2 & 2,-1,4
"bakpao ayam kecap 4 bungkus dan 4 martabak telur [SEP] baik kak, 4 bakpao ayam kecap (23.000) + 4 martabak telur (51k) = 296 ribu ya",bakpao ayam kecap & martabak telur,4 & 4,-1,4
minta 5 mie goreng dong,mie goreng,5,-1,3
boleh order 4 soto batok ayam [SEP] siapp kak soto batok ayam rp 60.000 per porsi total 240rb ya,soto batok ayam,4,60000,3
mau 4 mie ayam ya [SEP] oke mie ayam harga rp 16.000 total rp64rb ya kak,mie ayam,4,16000,1
bg order kebab ayam 7 ya kak [SEP] oke kebab ayam hargs 18rb total rp 126.000 ya kak,kebab ayam,7,18000,3
mbaak sabi pesan 3 bakpao ayam kecap nih [SEP] noted kak bakpao ayam kecap 56k per porsi totalnya 168.000,bakpao ayam kecap,3,56000,3
bu mau pesen 7 taro latte dingin dong [SEP] taro latte dingin 10 ribu ya kak jadi 70.000,taro latte dingin,7,10000,2
pesan 1 white coffee susu nih [SEP] oke white coffee susu harga 59.000 total 59k ya kak,white coffee susu,1,59000,2
order crispy chicken 2 kak [SEP] oke siap kak,crispy chicken,2,-1,2
kak mau order 9 nasi bakar teri kak [SEP] siap nasi bakar teri 74rb totalnya 666rb kak,nasi bakar teri,9,74000,1
book 5 chicken teriyaki skewers kak [SEP] chicken teriyaki skewers 44rb ya kak jadi 220.000,chicken teriyaki skewers,5,44000,3
kak mau order 4 iga konro bakar dong kak [SEP] siap kak iga konro bakar rp 69.000 per porsi total 276.000 ya,iga konro bakar,4,69000,1
"pak pesen 5 brownie hazelnut w cookies cream dan 4 mie hokkian dong kak [SEP] oke kak brownie hazelnut w cookies cream 5 dan mie hokkian 4, totalnya rp582rb",brownie hazelnut w cookies cream & mie hokkian,5 & 4,-1,4
minta 9 mie tiaw [SEP] oke kak mie tiaw harganya 38.000 totalnya rp 342.000,mie tiaw,9,38000,1
kak mau pesen 4 nasi bento refftwo ya [SEP] oke noted,nasi bento refftwo,4,-1,1
pesen ikan gembung bakarnasi nya 10 porsi dong [SEP] siap kak,ikan gembung bakarnasi,10,-1,3
mauu 9 es gulo regal m kak [SEP] noted kak es gulo regal m 26 ribu per porsi totalnya 234 ribu,es gulo regal m,9,26000,3
"pak mau 1 roti daging ayam sama 5 bakso rudal ya kak [SEP] noted kak roti daging ayam 1 porsi 36 ribu sama bakso rudal 5 porsi 34k, total rp206rb",roti daging ayam & bakso rudal,1 & 5,-1,4
kak mau order 10 mie cjdw cemek jombotelur kak [SEP] noted kak mie cjdw cemek jombotelur 5rb per porsi totalnya 50k,mie cjdw cemek jombotelur,10,5000,1
"min nasi penyetan bebek 1 sama ayam cincang kulit tahu 5 kak [SEP] oke kak nasi penyetan bebek 1 dan ayam cincang kulit tahu 5, totalnya 170k",nasi penyetan bebek & ayam cincang kulit tahu,1 & 5,-1,4
mau coklat hangat jumlahnya 8 ya [SEP] coklat hangat 10.000 ya kak jadi 80k,coklat hangat,8,10000,1
bu mau pesen 4 kopi hitam kak [SEP] oke kak kopi hitam harganya 74.000 totalnya rp296rb,kopi hitam,4,74000,1
pak 9 ayam cabe merah ya kak [SEP] noted kak ayam cabe merah 34 ribu per porsi totalnya rp 306.000,ayam cabe merah,9,34000,1
5 kebab ayam dong [SEP] baik kak,kebab ayam,5,-1,1
balungan ayam rica bakar 8 bungkus ya min [SEP] ciap balungan ayam rica bakar 58.000 totalnya rp464rb kak,balungan ayam rica bakar,8,58000,3
"pesan hot teh tarik 3 porsi dan nasi timbel khas w r 5 porsi nih [SEP] oke kak hot teh tarik 3 dan nasi timbel khas w r 5, totalnya 422 ribu",hot teh tarik & nasi timbel khas w r,3 & 5,-1,4
"nasi nila penyet 5 bungkus dan 2 mie kroyok mantan ya kak [SEP] noted kak nasi nila penyet 5 porsi 41k sama mie kroyok mantan 2 porsi 27.000, total 259 ribu",nasi nila penyet & mie kroyok mantan,5 & 2,-1,4
bang order bakso aci frozen super mantap 8 dong kak [SEP] noted kak bakso aci frozen super mantap 47rb per porsi totalnya 376rb,bakso aci frozen super mantap,8,47000,2
3 bebek penyet nasi dong [SEP] siap bebek penyet nasi 15rb totalnya 45.000 kak,bebek penyet nasi,3,15000,2
bu order nasi pecel 3 dong kak [SEP] oke nasi pecel harga 48.000 total 144rb ya kak,nasi pecel,3,48000,1
pesen nasi ayam bakar madu nya 8 porsi kak [SEP] nasi ayam bakar madu 39.000 ya kak jadi 312 ribu,nasi ayam bakar madu,8,39000,2
nasi gurih telur bulat 1 bungkus ya pak [SEP] noted kak nasi gurih telur bulat rp58rb per porsi totalnya rp 58.000,nasi gurih telur bulat,1,58000,1
mau 9 ayam penyet mini sambel pecaknasi kak [SEP] baik kak ayam penyet mini sambel pecaknasi 19.000 satuan totalnya rp 171.000,ayam penyet mini sambel pecaknasi,9,19000,1
kak mau order 6 lamian honey bbq chicken kak [SEP] noted kak lamian honey bbq chicken 63k per porsi totalnya 378.000,lamian honey bbq chicken,6,63000,2
mau es kopi cha jumlahnya 1 [SEP] oke es kopi cha harga rp 52.000 total rp52rb ya kak,es kopi cha,1,52000,1
beli 9 mie rebus [SEP] siiaapp mie rebus 54 ribu totalnya 486 ribu kak,mie rebus,9,54000,3
kk bisa pesan 9 nasi bebek goreng dong kak [SEP] baik kak nasi bebek goreng 19k satuan totalnya rp 171.000,nasi bebek goreng,9,19000,1
bu bisa pesan 4 tahu bakso original frozen ya [SEP] tahu bakso original frozen 54.000 ya kak jadi 216.000,tahu bakso original frozen,4,54000,3
"mas king fusion cookies n cream 1 sama chicken strip 2 dong kak [SEP] noted kak king fusion cookies n cream 1 porsi 43 ribu sama chicken strip 2 porsi 45k, total rp133rb",king fusion cookies n cream & chicken strip,1 & 2,-1,4
pesen dumpling chicken goreng nya 7 porsi dong [SEP] dumpling chicken goreng rp 62.000 ya kak jadi rp434rb,dumpling chicken goreng,7,62000,2
pesan 1 ayam ras penyet madiun nih [SEP] oke kak ayam ras penyet madiun harganya 60rb totalnya 60.000,ayam ras penyet madiun,1,60000,2
pak order kopi susu ambyar 7 ya [SEP] siap kopi susu ambyar 71rb totalnya 497k kak,kopi susu ambyar,7,71000,1
mau 5 indomie geprek sambal bawang pedas dong [SEP] indomie geprek sambal bawang pedas rp 17.000 ya kak jadi 85k,indomie geprek sambal bawang pedas,5,17000,1
kak bisa pesan 5 mie ganas dong [SEP] oke kak mie ganas harganya 18 ribu totalnya 90.000,mie ganas,5,18000,2
bu 7 smoked chicken fillet bbq ya kak [SEP] baik kak,smoked chicken fillet bbq,7,-1,2
mau nasi telor jumlahnya 3 ya [SEP] siap nasi telor rp 70.000 totalnya 210rb kak,nasi telor,3,70000,1
bu 2 nasi campur kak [SEP] siap kak nasi campur rp60rb per porsi total 120 ribu ya,nasi campur,2,60000,1
minta 10 nasi goreng biasa,nasi goreng biasa,10,-1,1
nasi babat sapi 2 ya [SEP] baik kak nasi babat sapi 29 ribu satuan totalnya rp58rb,nasi babat sapi,2,29000,1
minta 8 nasi goreng api dong kak [SEP] siap nasi goreng api rp49rb totalnya rp 392.000 kak,nasi goreng api,8,49000,2
pesan 3 spesial ayam penyet gacoan ya kak [SEP] siap spesial ayam penyet gacoan rp43rb totalnya 129 rebu kak,spesial ayam penyet gacoan,3,43000,3
bg bakso tenis 2 kak [SEP] siap kak bakso tenis 8 ribu per porsi total rp16rb ya,bakso tenis,2,8000,2
10 susus kocok boba capucino dong kak [SEP] siap kak susus kocok boba capucino 28.000 per porsi total 280k ya,susus kocok boba capucino,10,28000,1
bg 6 iga bakar penyet ya kak [SEP] iga bakar penyet 34k ya kak jadi 204k,iga bakar penyet,6,34000,1
pesen nasi goreng kemangi nya 8 porsi kak [SEP] oke nasi goreng kemangi harga 51 ribu total rp408rb ya kak,nasi goreng kemangi,8,51000,2
pesan 9 nasi cumi tauco ya [SEP] baik kak,nasi cumi tauco,9,-1,3
mau 7 chicken ramebox ya kak [SEP] baik kak chicken ramebox 43rb satuan totalnya 301k,chicken ramebox,7,43000,3
pesan 7 bihun mentah [SEP] oke kak bihun mentah harganya 34rb totalnya rp 238.000,bihun mentah,7,34000,1
kak mau order 6 nasi bungkus udang sambal pete ya [SEP] ok kak nasi bungkus udang sambal pete hrgny 71rb totalnya 426.000,nasi bungkus udang sambal pete,6,71000,3
"nasi goreng api 4 bungkus dan 3 nasi kebuli dong kak [SEP] siap kak, nasi goreng api 32rb dan nasi kebuli 49.000, jadi total rp 275.000 ya",nasi goreng api & nasi kebuli,4 & 3,-1,4
boleh pesan 2 nasi kepala bebek goreng [SEP] nasi kepala bebek goreng rp 20.000 ya kak jadi 40 ribu,nasi kepala bebek goreng,2,20000,1
min order kopi pancung 4 nih [SEP] baik kak,kopi pancung,4,-1,2
10 telur ayam dadar ya kak [SEP] oke kak pesanannya masuk ya,telur ayam dadar,10,-1,3
mbak 9 nasi belut ayam potong ya kak [SEP] nasi belut ayam potong rp41rb ya kak jadi rp369rb,nasi belut ayam potong,9,41000,1
min mau pesen 7 ayam penyet kremes dong [SEP] ayam penyet kremes 14 ribu ya kak jadi 98 ribu,ayam penyet kremes,7,14000,2
indomie puding telur 3 dong kak [SEP] oke kak indomie puding telur harganya 20rb totalnya 60.000,indomie puding telur,3,20000,2
mau jus kueni jumlahnya 9 dong [SEP] oke kak pesanannya masuk ya,jus kueni,9,-1,1
boleh pesan 8 seblak mie baso special ya [SEP] oke seblak mie baso special harga 44 ribu total rp352rb ya kak,seblak mie baso special,8,44000,1
mau 1 nasi non kolesterol kak [SEP] nasi non kolesterol 11.000 ya kak jadi 11.000,nasi non kolesterol,1,11000,2
kk order coklat susu hangat 6 ya kak [SEP] noted kak ditunggu ya,coklat susu hangat,6,-1,3
mau 1 chicken caesar salad kak [SEP] chicken caesar salad 34.000 ya kak jadi 34 ribu,chicken caesar salad,1,34000,1
boleh pesen 8 crispy chicken double dong kak [SEP] oke kak crispy chicken double harganya 66.000 totalnya rp528rb,crispy chicken double,8,66000,3
"pesan sop buah kaldu melon 4 porsi dan nasi bungkus teri bilis 5 porsi dong kak [SEP] baik kak, 4 sop buah kaldu melon (rp 59.000) + 5 nasi bungkus teri bilis (45 ribu) = rp461rb ya",sop buah kaldu melon & nasi bungkus teri bilis,4 & 5,-1,4
"pesan mie aceh udang cumi 5 porsi dan nasi penyet wong soeroboyo 2 porsi nih [SEP] baik kak, 5 mie aceh udang cumi (rp 43.000) + 2 nasi penyet wong soeroboyo (48k) = 311k ya",mie aceh udang cumi & nasi penyet wong soeroboyo,5 & 2,-1,4
kk cookies n cream pudding 7 ya kak [SEP] oke cookies n cream pudding harga 64.000 total 448rb ya kak,cookies n cream pudding,7,64000,1
pesan 3 mie ayam barbeque dong [SEP] baik kak mie ayam barbeque 30k satuan totalnya rp90rb,mie ayam barbeque,3,30000,2
minta 2 rawon ya [SEP] oke noted,rawon,2,-1,1
mau pesen 8 spicy chicken wings kak [SEP] spicy chicken wings 66 ribu ya kak jadi 528 ribu,spicy chicken wings,8,66000,2
"pesan mie tiaw udang sifoodtelor 1 porsi dan ayam sambal merah 4 porsi ya [SEP] noted kak mie tiaw udang sifoodtelor 1 porsi 40 ribu sama ayam sambal merah 4 porsi rp25rb, total 140.000",mie tiaw udang sifoodtelor & ayam sambal merah,1 & 4,-1,4
pesan 3 nasi timbel dong kak [SEP] siap kak,nasi timbel,3,-1,1
french fries bbq 7 bungkus ya mbak [SEP] siap kak french fries bbq 59.000 per porsi total 413 ribu ya,french fries bbq,7,59000,1
mau soto campur pisah telur mudajeroan jumlahnya 9 ya kak [SEP] oke kak soto campur pisah telur mudajeroan harganya 75 ribu totalnya rp 675.000,soto campur pisah telur mudajeroan,9,75000,1
bu bisa pesan 3 kopi beer kak [SEP] oke kak kopi beer harganya rp 48.000 totalnya rp 144.000,kopi beer,3,48000,2
"mas mau 5 mango smoothie sama 4 iced thai tea ukuran m nih [SEP] oke kak mango smoothie 5 dan iced thai tea ukuran m 4, totalnya rp 285.000",mango smoothie & iced thai tea ukuran m,5 & 4,-1,4
es teh manis 3 bungkus ya bu [SEP] es teh manis rp 52.000 ya kak jadi 156 ribu,es teh manis,3,52000,2
kak mau order 9 es lidah buaya dong [SEP] oke es lidah buaya harga 43rb total 387k ya kak,es lidah buaya,9,43000,1
kak mau order 10 kopi susu panas dong [SEP] baik kak kopi susu panas rp 70.000 satuan totalnya 700.000,kopi susu panas,10,70000,2
10 cheese tea ya kak [SEP] oke cheese tea harga rp27rb total 270rb ya kak,cheese tea,10,27000,2
8 chicken shoyu ramen [SEP] noted kak chicken shoyu ramen 34rb per porsi totalnya rp 272.000,chicken shoyu ramen,8,34000,2
min mau pesen 9 kopi biasa nih [SEP] baik kak kopi biasa 53k satuan totalnya 477.000,kopi biasa,9,53000,1
pak order nasi bakar teri 2 nih [SEP] oke kak nasi bakar teri harganya rp 35.000 totalnya 70 ribu,nasi bakar teri,2,35000,2
beli 9 mie glosor jamet kak [SEP] noted kak mie glosor jamet 60k per porsi totalnya 540k,mie glosor jamet,9,60000,1
minta 6 nasi telur dadar penyet ya [SEP] siap kak,nasi telur dadar penyet,6,-1,1
pesan 2 nasi siobak jumbo nih [SEP] baik kak nasi siobak jumbo rp14rb satuan totalnya 28 ribu,nasi siobak jumbo,2,14000,2
kulit ayam 8 bungkus ya bu [SEP] kulit ayam 45k ya kak jadi rp360rb,kulit ayam,8,45000,2
"order 5 chicken shoyu ramen, terus gongso sapi nasi nya 5 [SEP] oke kak chicken shoyu ramen 5 dan gongso sapi nasi 5, totalnya 170rb",chicken shoyu ramen & gongso sapi nasi,5 & 5,-1,4
"order 2 nasi timbel, terus iced cheezo red velvet latte nya 5 [SEP] siap kak, nasi timbel 43rb dan iced cheezo red velvet latte 14.000, jadi total 156rb ya",nasi timbel & iced cheezo red velvet latte,2 & 5,-1,4
pesen brownies strowberry nya 8 porsi [SEP] baik kak brownies strowberry 5k satuan totalnya rp 40.000,brownies strowberry,8,5000,3
minta 6 thai tea taro dong [SEP] oke thai tea taro hargs rp38rb total 228rb ya kak,thai tea taro,6,38000,3
pesen mie super mozza nya 5 porsi dong [SEP] siap kak mie super mozza rp19rb per porsi total rp 95.000 ya,mie super mozza,5,19000,2
pak order nasi bungkus udang sambal pete 9 kak,nasi bungkus udang sambal pete,9,-1,1
kak mau order 5 bakso bakar goreng [SEP] bakso bakar goreng 9.000 ya kak jadi 45.000,bakso bakar goreng,5,9000,1
pesan 8 telur ayam bagian putih ya kak [SEP] noted kak ditunggu ya,telur ayam bagian putih,8,-1,1
"ayam lada hitam 5 bungkus dan 2 penyetan lele nasi kak [SEP] siap kak, ayam lada hitam rp47rb dan penyetan lele nasi 59.000, jadi total 353 ribu ya",ayam lada hitam & penyetan lele nasi,5 & 2,-1,4
pesan 5 nasi liwet dong kak [SEP] baik kak,nasi liwet,5,-1,1
"pesan sosis bakargoreng jumbo 1 porsi dan nasi pecel 4 porsi ya kak [SEP] noted kak sosis bakargoreng jumbo 1 porsi rp 13.000 sama nasi pecel 4 porsi 55.000, total 233rb",sosis bakargoreng jumbo & nasi pecel,1 & 4,-1,4
bu nasi penyet telortempetahu 1 kak [SEP] noted kak nasi penyet telortempetahu 4 ribu per porsi totalnya 4 ribu,nasi penyet telortempetahu,1,4000,2
mbak bisa pesan 10 sosis bakargoreng jumbo ya kak [SEP] baik kak sosis bakargoreng jumbo 36k satuan totalnya 360 ribu,sosis bakargoreng jumbo,10,36000,2
bang mau pesen 10 nasi lele manyung dong [SEP] siap kak nasi lele manyung rp 39.000 per porsi ttl 390rb ya,nasi lele manyung,10,39000,3
mau aneka jus jumlahnya 8 [SEP] siap kak aneka jus 53.000 per porsi total 424 ribu ya,aneka jus,8,53000,2
boleh pesan 10 jus alpukat kak [SEP] baik kak jus alpukat 18.000 satuan totalnya 180.000,jus alpukat,10,18000,1
mbak 7 cumi goreng tepung dong [SEP] oke kak cumi goreng tepung harganya rp 32.000 totalnya 224k,cumi goreng tepung,7,32000,2
"mbak mau 1 chicken strip sama 4 nasi ayam katsu crispy nih [SEP] baik kak, 1 chicken strip (19k) + 4 nasi ayam katsu crispy (59rb) = 255 ribu ya",chicken strip & nasi ayam katsu crispy,1 & 4,-1,4
kak mau pesen 5 esteh leci medium ya [SEP] siap kak,esteh leci medium,5,-1,1
"bang teh manis hangates teh manis 4 sama combo ayam geprek original 4 ya kak [SEP] siap kak, teh manis hangates teh manis 7k dan combo ayam geprek original rp74rb, jadi total 324.000 ya",teh manis hangates teh manis & combo ayam geprek original,4 & 4,-1,4
"order 1 burger daging ayam, terus nasi lele manyung nya 4 ya kak [SEP] noted kak burger daging ayam 1 porsi 53k sama nasi lele manyung 4 porsi 6 ribu, total 77.000",burger daging ayam & nasi lele manyung,1 & 4,-1,4
mas 7 kopi susu rum regal dong [SEP] kopi susu rum regal rp63rb ya kak jadi 441.000,kopi susu rum regal,7,63000,1
pesen nasi cumi nya 9 porsi ya [SEP] nasi cumi rp48rb ya kak jadi 432.000,nasi cumi,9,48000,2
mau 6 nasi ayam kulit crispy ya kak [SEP] nasi ayam kulit crispy 68k ya kak jadi rp 408.000,nasi ayam kulit crispy,6,68000,2
"kak red velvet cookies cream large 2 sama bayam kukus 4 dong [SEP] baik kak, 2 red velvet cookies cream large (32k) + 4 bayam kukus (31k) = rp 188.000 ya",red velvet cookies cream large & bayam kukus,2 & 4,-1,4
boleh pesan 9 chicken dong [SEP] oke kak chicken harganya 62 ribu totalnya 558 ribu,chicken,9,62000,2
bang order nasi putih 2 ya kak [SEP] nasi putih 60k ya kak jadi rp120rb,nasi putih,2,60000,2
"order 4 cumi goreng tepung asam manis, terus tahu goreng nya 5 [SEP] baik kak, 4 cumi goreng tepung asam manis (61 ribu) + 5 tahu goreng (7 ribu) = 279.000 ya",cumi goreng tepung asam manis & tahu goreng,4 & 5,-1,4
mau 5 es temulawak ya kak [SEP] baik kak es temulawak 65k satuan totalnya 325 ribu,es temulawak,5,65000,2
minta 8 ice kopi susu bandung nih [SEP] oke kak ice kopi susu bandung harganya 47 ribu totalnya 376 ribu,ice kopi susu bandung,8,47000,1
bu order bihun rebus 7 nih [SEP] noted kak bihun rebus 39.000 per porsi totalnya rp 273.000,bihun rebus,7,39000,2
beli 1 jus kueni dong kak [SEP] jus kueni 23 ribu ya kak jadi rp23rb,jus kueni,1,23000,2
pak order hot teh tarik 1 kak [SEP] siap kak,hot teh tarik,1,-1,3
mau 3 es lemon ya kak [SEP] siap es lemon 68 ribu totalnya rp 204.000 kak,es lemon,3,68000,2
"pesan mie cjdw cemek jombotelur 4 porsi dan chicken strip 5 porsi dong [SEP] oke kak mie cjdw cemek jombotelur 4 dan chicken strip 5, totalnya 312k",mie cjdw cemek jombotelur & chicken strip,4 & 5,-1,4
kak 8 chicken chop [SEP] oke chicken chop harga 20 ribu total 160rb ya kak,chicken chop,8,20000,1
pesan 1 es kopi nako [SEP] oke kak pesanannya masuk ya,es kopi nako,1,-1,1
min bisa pesan 8 ayam bakar bumbu rujak [SEP] noted kak ayam bakar bumbu rujak 75.000 per porsi totalnya rp 600.000,ayam bakar bumbu rujak,8,75000,2
mas 8 thai tea taro nih [SEP] noted kak thai tea taro 70 rbuan per porsi totalnya 560k,thai tea taro,8,70000,3
boleh pesan 8 tawar susu kak [SEP] noted kak tawar susu 65 ribu per porsi totalnya 520.000,tawar susu,8,65000,1
"pak tahu tempe telur terong penyet 3 sama mie goreng basah biasa 1 kak [SEP] noted kak tahu tempe telur terong penyet 3 porsi 58rb sama mie goreng basah biasa 1 porsi rp12rb, total 186rb",tahu tempe telur terong penyet & mie goreng basah biasa,3 & 1,-1,4
mbak bisa pesan 3 chicken wings spicy kak [SEP] siap chicken wings spicy rp3rb totalnya 9k kak,chicken wings spicy,3,3000,1
minta 7 indomie puding telur nih [SEP] baik kak,indomie puding telur,7,-1,1
10 qiukopinian dong kak [SEP] noted kak qiukopinian rp 23.000 per porsi totalnya 230k,qiukopinian,10,23000,2
kak crepes nutella 5 ya [SEP] baik kak,crepes nutella,5,-1,2
kak es kopi nako 7 dong [SEP] oke siap kak,es kopi nako,7,-1,3
pesan 4 es campur dong [SEP] baik kak es campur 60k satuan totalnya 240rb,es campur,4,60000,2
min mau pesen 10 mie komplit mozza [SEP] baik kak mie komplit mozza 38k satuan totalnya 380k,mie komplit mozza,10,38000,2
"kak lychee black tea popping boba 2 sama cheese lover nasi 4 ya [SEP] noted kak lychee black tea popping boba 2 porsi 71rb sama cheese lover nasi 4 porsi rp18rb, total 214 ribu",lychee black tea popping boba & cheese lover nasi,2 & 4,-1,4
bang 8 bakso seafood kak [SEP] siap kak,bakso seafood,8,-1,1
kak mau pesen 3 fuyunghay ayam ya kak [SEP] siap kak,fuyunghay ayam,3,-1,1
mau 10 es lychee tea [SEP] noted kak es lychee tea 38rb per porsi totalnya rp 380.000,es lychee tea,10,38000,2
bg ikan kembung goreng 10 dong [SEP] siap ikan kembung goreng rp 40.000 totalnya 400.000 kak,ikan kembung goreng,10,40000,1
"order 4 kopi susu kekinian, terus es lemon nya 1 dong kak [SEP] siap kak, kopi susu kekinian 66 ribu dan es lemon 39.000, jadi total 303.000 ya",kopi susu kekinian & es lemon,4 & 1,-1,4
"mau 3 ayam bakar jumbo nasi sama 2 pisang bakar milo susu nih [SEP] siap kak, ayam bakar jumbo nasi rp3rb dan pisang bakar milo susu rp 62.000, jadi total 133k ya",ayam bakar jumbo nasi & pisang bakar milo susu,3 & 2,-1,4
mau ayam panggang jumlahnya 6 ya kak [SEP] siap ayam panggang 51k totalnya rp306rb kak,ayam panggang,6,51000,2
kak ayam gejrot super pedas 5 dong [SEP] siap kak ayam gejrot super pedas rp 45.000 per porsi total rp 225.000 ya,ayam gejrot super pedas,5,45000,2
"mau 5 indomie special daging sama 3 ice taro s kak [SEP] oke kak indomie special daging 5 dan ice taro s 3, totalnya 95rb",indomie special daging & ice taro s,5 & 3,-1,4
minta 7 peyek bayam dong kak [SEP] oke peyek bayam harga 39.000 total 273k ya kak,peyek bayam,7,39000,2
pesan 9 nasi liwet dong kak [SEP] noted kak ditunggu ya,nasi liwet,9,-1,3
kk 3 brown sugar boba,brown sugar boba,3,-1,3
kak mau order 8 cheese tea dong [SEP] cheese tea 21rb ya kak jadi 168.000,cheese tea,8,21000,2
beli 3 babatagoran nih [SEP] siap babatagoran 31.000 totalnya 93 ribu kak,babatagoran,3,31000,2
minta 9 ayam kecap ya kak [SEP] baik kak ayam kecap rp49rb satuan totalnya rp441rb,ayam kecap,9,49000,1
"ifu mie ulang tahun m 5 bungkus dan 1 sop ayam kampung [SEP] siap kak, ifu mie ulang tahun m rp11rb dan sop ayam kampung 49k, jadi total rp 104.000 ya",ifu mie ulang tahun m & sop ayam kampung,5 & 1,-1,4
"order 1 biasa coklat susu, terus nasi pecelurap ayam nya 3 [SEP] noted kak biasa coklat susu 1 porsi rp68rb sama nasi pecelurap ayam 3 porsi 29k, total 155 ribu",biasa coklat susu & nasi pecelurap ayam,1 & 3,-1,4
4 es boba chocolate nih [SEP] es boba chocolate 66 ribu ya kak jadi 264k,es boba chocolate,4,66000,1
