input_text,product,quantity,price_satuan,pattern
pesan 7 ubi jalar tinta kemayung kak [SEP] siap ubi jalar tinta kemayung 48k totalnya 336rb kak,ubi jalar tinta kemayung,7,48000,1
beli 4 nasi goreng golden chicken nih [SEP] oke kak nasi goreng golden chicken harganya rp 52.000 totalnya 208 ribu,nasi goreng golden chicken,4,52000,2
boleh pesan 6 roti krim moka dong [SEP] oke kak roti krim moka harganya rp 61.000 totalnya 366k,roti krim moka,6,61000,2
pesan 5 mini tart nih [SEP] siap mini tart 15k totalnya 75rb kak,mini tart,5,15000,1
bu 8 watermelon berry breez dong kak [SEP] oke noted,watermelon berry breez,8,-1,1
mbak bisa pesan 7 daun singkong ambon segar kak [SEP] siap daun singkong ambon segar 55rb totalnya 385rb kak,daun singkong ambon segar,7,55000,1
beli 7 hot lemon tea ya [SEP] noted kak hot lemon tea 50k per porsi totalnya 350.000,hot lemon tea,7,50000,2
pesan 4 belibis daging segar dong [SEP] belibis daging segar 69 ribu ya kak jadi 276.000,belibis daging segar,4,69000,1
pesan 9 ice arabica gayo ya kak [SEP] oke ice arabica gayo harga 65.000 total rp585rb ya kak,ice arabica gayo,9,65000,3
mas mau pesen 8 sapi cabe hijau [SEP] sapi cabe hijau 27k ya kak jadi rp216rb,sapi cabe hijau,8,27000,1
mau 4 ifumie goreng biasa ya kak [SEP] ifumie goreng biasa 51 ribu ya kak jadi 204k,ifumie goreng biasa,4,51000,1
request 7 milo biasa ya kak [SEP] milo biasa rp 16.000 ya kak jadi 112k,milo biasa,7,16000,3
beli 3 roti sobek coklat keju dong [SEP] noted kak roti sobek coklat keju 52k per porsi totalnya 156k,roti sobek coklat keju,3,52000,2
mau 8 baby crab sapi panggang [SEP] oke baby crab sapi panggang harga 66k total 528 ribu ya kak,baby crab sapi panggang,8,66000,2
6 choco hazelnut milktea dong [SEP] siap kak choco hazelnut milktea 32 ribu per porsi total 192.000 ya,choco hazelnut milktea,6,32000,1
mas bisa pesan 2 salad udang ya [SEP] oke kak salad udang harganya 50 ribu totalnya rp100rb,salad udang,2,50000,1
pesan 2 nasi chicken lada hitam kak [SEP] noted kak nasi chicken lada hitam 45k per porsi totalnya rp90rb,nasi chicken lada hitam,2,45000,2
kak mau order 6 asparagus hollandaise nih [SEP] asparagus hollandaise 35k ya kak jadi 210 ribu,asparagus  hollandaise,6,35000,3
boleh pesan 3 koppitomi fried rice dong kak [SEP] baik kak koppitomi fried rice 61k satuan totalnya 183k,koppitomi fried rice,3,61000,2
kak mau order 4 iced cheezo premium cocoa latte ya [SEP] noted kak iced cheezo premium cocoa latte 69k per porsi totalnya 276 ribu,iced cheezo premium cocoa latte,4,69000,1
mau 5 sambal goreng telur puyuh dong kak [SEP] noted kak sambal goreng telur puyuh 26rb per porsi totalnya 130 ribu,sambal goreng telur puyuh,5,26000,1
kk mau pesen 10 mentai cream udon kak [SEP] key kak mentai cream udon hrgny 75 rb totalnya 750.000,mentai cream udon,10,75000,3
kak mau pesen 1 beef ramenn ya [SEP] noted kak beef ramenn 30.000 per porsi totalnya rp30rb,beef ramenn,1,30000,3
kak mau order 2 mie aceh goreng udang dong kak [SEP] baik kak mie aceh goreng udang 73k satuan totalnya 146.000,mie aceh goreng udang,2,73000,2
kak mau order 1 telor ceplok plus nasi dong kak [SEP] oke telor ceplok plus nasi harga rp60rb total 60k ya kak,telor ceplok plus nasi,1,60000,1
2 croit sant ya kak [SEP] oke kak croit sant harganya 63rb totalnya rp 126.000,croit sant,2,63000,1
minta 2 telor geprek original sambal meringis kak [SEP] siap kak telor geprek original sambal meringis 20.000 per porsi total 40.000 ya,telor geprek original sambal meringis,2,20000,2
pesan 9 nasi wader [SEP] siap kak nasi wader rp4rb per porsi total 36k ya,nasi wader,9,4000,2
minta 1 sate ayam dada nih [SEP] oke sate ayam dada harga rp68rb total rp68rb ya kak,sate ayam dada,1,68000,1
bu bisa pesan 4 nasi ayam lada hitam ya [SEP] oke nasi ayam lada hitam harga rp37rb total rp148rb ya kak,nasi ayam lada hitam,4,37000,1
mau 5 omelette mie cornet nih [SEP] oke kak omelette mie cornet harganya 9 ribu totalnya 45k,omelette mie cornet,5,9000,2
mas 8 wheatgerm bs cheese loaf ya kak [SEP] siap wheatgerm bs cheese loaf rp 26.000 totalnya rp208rb kak,wheatgerm bs cheese loaf,8,26000,1
boleh pesan 6 keju kraft full toping nih [SEP] siap keju kraft full toping rp9rb totalnya 54 ribu kak,keju kraft full toping,6,9000,1
beli 8 kompilasi ramen nih [SEP] oke kompilasi ramen harga 7 ribu total rp 56.000 ya kak,kompilasi ramen,8,7000,1
pesan 10 nasi kotak  ayam goreng dong [SEP] siap nasi kotak  ayam goreng 72rb totalnya rp720rb kak,nasi kotak  ayam goreng,10,72000,2
mau 1 chicken wings nyayap bulgogi boom ya [SEP] oke kak chicken wings nyayap bulgogi boom harganya 58rb totalnya 58 ribu,chicken wings nyayap bulgogi boom,1,58000,2
6 es kopi cha nih [SEP] oke es kopi cha harga 14k total 84.000 ya kak,es kopi cha,6,14000,2
boleh pesan 2 duwet segar dong kak [SEP] oke kak duwet segar harganya rp4rb totalnya rp 8.000,duwet segar,2,4000,2
kak mau order 7 wedang secang ya kak [SEP] noted kak wedang secang 74rb per porsi totalnya rp 518.000,wedang secang,7,74000,2
pesan 6 mie goreng jontor [SEP] mie goreng jontor rp24rb ya kak jadi rp144rb,mie goreng jontor,6,24000,2
bang 7 olahan ikan berbentuk karakter dong [SEP] oke siap kak,olahan ikan berbentuk karakter,7,-1,2
boleh pesan 4 dori sambal matah dong kak [SEP] noted kak dori sambal matah rp48rb per porsi totalnya 192rb,dori sambal matah,4,48000,2
boleh pesan 8 es kopi sayang jelly [SEP] baik kak es kopi sayang jelly 63 ribu satuan totalnya 504 ribu,es kopi sayang jelly,8,63000,2
boleh pesan 10 sicillian square ya [SEP] oke kak sicillian square harganya 36.000 totalnya 360rb,sicillian square,10,36000,2
mbak bisa pesan 2 smart save xxl  crepe dong kak [SEP] baik kak smart save xxl  crepe 50k satuan totalnya 100.000,smart save xxl  crepe,2,50000,1
9 extra spicy lamian soup kak [SEP] extra spicy lamian soup 17k ya kak jadi 153.000,extra spicy lamian soup,9,17000,2
boleh request 1 mie ayam baksotelur dong kak [SEP] oke kak mie ayam baksotelur harganya 63rb totalnya 63rb,mie ayam baksotelur,1,63000,3
9 peach with oolong tea dong kak [SEP] peach with oolong tea 34k ya kak jadi 306.000,peach with oolong tea,9,34000,2
bg 6 bolu gulung tiga rasa qz ya [SEP] oke kak bolu gulung tiga rasa qz harganya rp10rb totalnya 60 ribu,bolu gulung tiga rasa qz,6,10000,1
minta 3 roti mexican coffe nih [SEP] noted kak roti mexican coffe rp 54.000 per porsi totalnya 162.000,roti mexican coffe,3,54000,3
kak mau pesen 1 banana bites choco ya kak [SEP] siap kak,banana bites choco,1,-1,2
pesan 5 dowood ibrahim kak [SEP] siap kak dowood ibrahim 39k per porsi ttl rp 195.000 ya,dowood ibrahim,5,39000,3
minta 1 hot pandan latte dong [SEP] oke kak hot pandan latte harganya 46 ribu totalnya rp46rb,hot pandan latte,1,46000,2
minta 2 biasa full keju ya [SEP] biasa full keju 65 ribu ya kak jadi rp 130.000,biasa full keju,2,65000,2
minta 9 suka bowl goreng soka nih [SEP] oke suka bowl goreng soka harga 12 ribu total rp108rb ya kak,suka bowl goreng soka,9,12000,1
bu 3 coffe beer dong kak [SEP] siap kak coffe beer 40 ribu per porsi total 120k ya,coffe beer,3,40000,1
mas mau pesen 7 cheese dumpling kak [SEP] baik kak cheese dumpling 8rb satuan totalnya 56.000,cheese dumpling,7,8000,1
pesan 2 nasi babat campur ya kak [SEP] noted kak nasi babat campur 21 ribu per porsi totalnya 42k,nasi babat campur,2,21000,3
6 kerupuk aci kak [SEP] baik kak kerupuk aci 34.000 satuan totalnya 204 ribu,kerupuk aci,6,34000,2
beli 5 mie seafood nih [SEP] siap kak mie seafood 23k per porsi total 115rb ya,mie seafood,5,23000,1
pak bisa pesan 4 coconut milk pudding ya kak [SEP] siap coconut milk pudding 8 ribu totalnya 32k kak,coconut milk pudding,4,8000,2
bu 8 special kebab dong kak [SEP] baik kak special kebab 70 ribu satuan totalnya rp 560.000,special kebab,8,70000,1
boleh order 4 nasi ayam geprek merek melek kak [SEP] noted kak nasi ayam geprek merek melek rp27rb per porsi totalnya 108 ribu,nasi ayam geprek merek melek,4,27000,3
pesan 2 chicken wings blackpapper,chicken wings blackpapper,2,-1,3
kk bisa pesan 7 tumis kangkung belacan [SEP] tumis kangkung belacan 65 ribu ya kak jadi 455k,tumis kangkung belacan,7,65000,1
kk mau pesen 1 oats milk tea large ya [SEP] baik kak oats milk tea large 12 ribu satuan totalnya rp 12.000,oats milk tea large,1,12000,2
kak mau order 4 ifumie siram binjai ya [SEP] noted kak ifumie siram binjai 15 ribu per porsi totalnya rp60rb,ifumie siram binjai,4,15000,1
boleh pesan 6 ice hojicha latte dong kak [SEP] baik kak ice hojicha latte rp42rb satuan totalnya 252k,ice hojicha latte,6,42000,2
bang bisa pesan 6 burger sosis dong [SEP] oke burger sosis harga rp73rb total rp438rb ya kak,burger sosis,6,73000,2
bang 8 indomie seafood merah [SEP] baik kak indomie seafood merah rp13rb satuan totalnya 104rb,indomie seafood merah,8,13000,1
minta 2 lidi gepeng dong kak [SEP] noted kak lidi gepeng 33.000 per porsi totalnya 66rb,lidi gepeng,2,33000,2
minta 8 es teh tareek small dong [SEP] oke kak es teh tareek small harganya rp 32.000 totalnya rp256rb,es teh tareek small,8,32000,2
mau 1 muffin cheese ya kak [SEP] baik kak muffin cheese 14rb satuan totalnya 14.000,muffin cheese,1,14000,3
pesan 6 skewers pork belly dong [SEP] siap kak skewers pork belly 32.000 per porsi total rp 192.000 ya,skewers pork belly,6,32000,2
beli 10 estrella damm dong kak [SEP] estrella damm rp 64.000 ya kak jadi 640 ribu,estrella damm,10,64000,2
mbak bisa pesan 2 prekto paha atas ya [SEP] noted kak prekto paha atas 53 ribu per porsi totalnya 106.000,prekto paha atas,2,53000,1
mas mau pesen 4 croissannt plain [SEP] croissannt plain rp50rb ya kak jadi 200rb,croissannt plain,4,50000,2
4 pahebat cheeseburger with egg medium ya kak [SEP] oke kak pesanannya masuk ya,pahebat cheeseburger with egg medium,4,-1,2
boleh pesan 9 gendon beff chesee nih [SEP] siap gendon beff chesee rp37rb totalnya 333.000 kak,gendon beff chesee,9,37000,3
4 rock n roll sushi hot [SEP] noted kak rock n roll sushi hot 28 ribu per porsi totalnya 112 ribu,rock n roll sushi hot,4,28000,3
kak 7 chicken steak geprek ya [SEP] oke noted,chicken steak geprek,7,-1,1
2 lamian rica rica ya kak [SEP] oke kak lamian rica rica harganya rp 65.000 totalnya 130 ribu,lamian rica rica,2,65000,2
pesan 2 chiku roll [SEP] noted kak chiku roll rp53rb per porsi totalnya 106rb,chiku roll,2,53000,1
kak mau order 9 cha sawi hijau ya kak [SEP] oke kak cha sawi hijau harganya 66.000 totalnya rp 594.000,cha sawi hijau,9,66000,2
pak bisa pesan 5 sticky donuth beef mozarella dong [SEP] siap kak sticky donuth beef mozarella 62rb per porsi total 310rb ya,sticky donuth beef mozarella,5,62000,1
mbak bisa pesan 10 carbonara spaghetti ya [SEP] oke kak carbonara spaghetti harganya 23k totalnya rp230rb,carbonara spaghetti,10,23000,1
kak mau order 7 wader belut tanpa nasi kak [SEP] oke kak wader belut tanpa nasi harganya 35.000 totalnya rp245rb,wader belut tanpa nasi,7,35000,2
pak iso pesan 5 capcay bakso nih [SEP] capcay bakso rp 29.000 ya kak jadi rp145rb,capcay bakso,5,29000,3
boleh pesan 6 ch mix sausage cheese kak [SEP] noted kak ch mix sausage cheese rp 9.000 per porsi totalnya 54.000,ch mix sausage  cheese,6,9000,3
pesan 3 ayam kalasan kremes dong [SEP] siap ayam kalasan kremes 54.000 totalnya 162rb kak,ayam kalasan kremes,3,54000,2
boleh request 5 fresh milk kurma ya kak [SEP] siap kak fresh milk kurma 41rb per porsi total rp205rb ya,fresh milk kurma,5,41000,3
kk mau pesen 9 udang sutra dong kak [SEP] siap udang sutra 74 ribu totalnya 666rb kak,udang sutra,9,74000,1
pesan 4 corndog mozzarella [SEP] baik kak corndog mozzarella 65k satuan totalnya 260 ribu,corndog mozzarella,4,65000,1
kk 1 capcay telur extra pedas ya kak [SEP] oke capcay telur extra pedas harga 7k total 7rb ya kak,capcay telur extra pedas,1,7000,2
6 extra asian dressing ya kak [SEP] oke extra asian dressing harga rp 52.000 total 312 ribu ya kak,extra asian dressing,6,52000,2
pesan 9 extra butter nih [SEP] oke extra butter harga 22k total 198 ribu ya kak,extra butter,9,22000,2
2 choco devil [SEP] baik kak,choco devil,2,-1,3
beli 2 gemuk sehat ya kak [SEP] siap gemuk sehat rp 18.000 totalnya 36k kak,gemuk sehat,2,18000,2
minta 10 wings for home i nih [SEP] siap wings for home i 50 ribu totalnya rp 500.000 kak,wings for home i,10,50000,1
kak mau pesen 7 es kurnia [SEP] siap kak,es kurnia,7,-1,2
kak mau order 9 cireng special dong [SEP] siap cireng special 70rb totalnya 630.000 kak,cireng special,9,70000,3
mau 2 hot kopi tem [SEP] siap hot kopi tem 57.000 totalnya 114rb kak,hot kopi tem,2,57000,2
beli 2 kerupuk melinjo tebal goreng asin nih [SEP] siap kerupuk melinjo tebal goreng asin 26k totalnya rp52rb kak,kerupuk melinjo tebal goreng asin,2,26000,2
4 pisang ketip segar ya kak [SEP] siyaph pisang ketip segar 9.000 totalnya 36k kak,pisang ketip segar,4,9000,3
bu 7 cookie crmb donut kak [SEP] oke siap kak,cookie crmb donut,7,-1,2
pesan 8 mango milk s ya kak [SEP] siap kak,mango milk s,8,-1,3
mau 10 roti bakar nuttela nih [SEP] baik kak roti bakar nuttela rp13rb satuan totalnya rp 130.000,roti bakar nuttela,10,13000,2
mbak mau pesen 7 melon keju ya [SEP] noted kak melon keju rp 72.000 per porsi totalnya rp 504.000,melon keju,7,72000,1
min 3 sapi lada hitam ya kak,sapi lada hitam,3,-1,2
kak mau pesen 5 vege lover large dong kak [SEP] oke noted,vege lover large,5,-1,2
2 biasa daging sapi ayam ya [SEP] baik kak biasa daging sapi ayam rp 54.000 satuan totalnya rp108rb,biasa daging sapi  ayam,2,54000,3
boleh pesan 2 j curry burger ya [SEP] siap j curry burger 64.000 totalnya 128 ribu kak,j curry burger,2,64000,2
pesan 4 ikan calo peda mentah kak [SEP] siap kak,ikan calo peda mentah,4,-1,3
beli 2 spicy popcorn ya kak [SEP] siap spicy popcorn rp 12.000 totalnya 24 ribu kak,spicy popcorn,2,12000,2
kk 6 kebab chicken [SEP] kebab chicken rp 8.000 ya kak jadi rp48rb,kebab chicken,6,8000,1
kak mau pesen 5 markisa sunshine dong kak [SEP] oke markisa sunshine harga 49k total rp245rb ya kak,markisa sunshine,5,49000,2
beli 2 oncom merah sayur tumis kak [SEP] baik kak oncom merah sayur tumis 13.000 satuan totalnya 26 ribu,oncom merah sayur tumis,2,13000,1
minta 4 ifumie gorengkuah seafood nih [SEP] noted kak ditunggu ya,ifumie gorengkuah seafood,4,-1,1
boleh pesan 10 capucino panas ya kak [SEP] noted kak capucino panas 49k per porsi totalnya 490rb,capucino panas,10,49000,2
kak mau order 10 alpukat kocok boba dong kak [SEP] noted kak alpukat kocok boba rp 30.000 per porsi totalnya 300rb,alpukat kocok boba,10,30000,3
minta 8 es milo d coco jumbo nih [SEP] oke es milo d coco jumbo harga rp 19.000 total 152rb ya kak,es milo d coco jumbo,8,19000,2
pesan 1 bakso selimut ya [SEP] oke kak bakso selimut harganya 58 ribu totalnya 58.000,bakso selimut,1,58000,3
beli 1 koro wedus polong dong [SEP] siap kak koro wedus polong 31k per porsi total 31.000 ya,koro wedus polong,1,31000,1
minta 1 kt chili crab  ekor dong kak [SEP] noted kak kt chili crab  ekor rp39rb per porsi totalnya 39 ribu,kt chili crab  ekor,1,39000,1
pesan 4 minyak wijen ya kak [SEP] oke siap kak,minyak wijen,4,-1,1
pesan 9 chocolate chip mente [SEP] chocolate chip mente rp 49.000 ya kak jadi 441k,chocolate chip mente,9,49000,1
mau 2 bakmi kuah ya kak [SEP] siap kak bakmi kuah 42 ribu per porsi total 84 ribu ya,bakmi kuah,2,42000,1
minta 7 peppermint chocolate ya [SEP] noted kak peppermint chocolate 49k per porsi totalnya 343.000,peppermint chocolate,7,49000,1
beli 6 banana roll coklatkeju [SEP] oke kak banana roll coklatkeju harganya 16 rb totalnya 96 ribu,banana roll coklatkeju,6,16000,3
boleh pesan 5 combo xxl crispy chicken ya kak [SEP] siap kak combo xxl crispy chicken 56 ribu per porsi total 280k ya,combo xxl crispy chicken,5,56000,2
mbak bisa pesan 7 jus jambu dong [SEP] jus jambu rp64rb ya kak jadi 448rb,jus jambu,7,64000,1
beli 10 oreo toast dong [SEP] noted kak oreo toast 57 ribu per porsi totalnya 570rb,oreo toast,10,57000,3
6 tahu kripsy pancal dong kak,tahu kripsy pancal,6,-1,3
pesan 2 hazelnut chocolate  m nih [SEP] siap hazelnut chocolate  m 7k totalnya rp14rb kak,hazelnut chocolate  m,2,7000,2
kak mau order 7 ganyong rebus dong kak [SEP] baik kak ganyong rebus 22.000 satuan totalnya 154 ribu,ganyong rebus,7,22000,2
mnt 7 soju halal apple kak [SEP] soju halal apple 39.000 ya kak jadi 273rb,soju halal apple,7,39000,3
kak mau order 9 serenitea kak [SEP] oke kak serenitea harganya 25.000 totalnya 225k,serenitea,9,25000,2
mas bisa pesan 8 butter croissant dong [SEP] baik kak butter croissant rp9rb satuan totalnya 72.000,butter croissant,8,9000,2
brli 3 french fries dong [SEP] siap french fries 44.000 totalnya 132k kak,french fries,3,44000,3
5 kopi gula aren ya [SEP] baik kak kopi gula aren rp29rb satuan totalnya 145 ribu,kopi gula aren,5,29000,1
boleh pesen 3 vanilla corn flakes nih [SEP] baik kak vanilla corn flakes 29.000 satuan totalnya 87 ribu,vanilla corn flakes,3,29000,3
mbak bisa pesan 7 jeruk nipis panas dong [SEP] siap kak jeruk nipis panas 24rb per porsi total 168rb ya,jeruk nipis panas,7,24000,2
bg 3 ayam geprek mozarella,ayam geprek mozarella,3,-1,2
minta 5 tahu kripsy pancal dong [SEP] noted kak ditunggu ya,tahu kripsy pancal,5,-1,3
bg bisa pesan 2 sagu aren kak [SEP] siap sagu aren 73k totalnya 146k kak,sagu aren,2,73000,2
boleh pesan 7 hazelnut choco mt large [SEP] siap kak hazelnut choco mt large 27k per porsi total 189k ya,hazelnut choco mt large,7,27000,3
minta 3 ice bublegum kak [SEP] baik kak,ice bublegum,3,-1,3
bg mau pesen 9 tubruk nih [SEP] oke tubruk harga 25k total 225.000 ya kak,tubruk,9,25000,1
6 mie kane ya [SEP] baik kak mie kane rp 68.000 satuan totalnya 408rb,mie kane,6,68000,1
pak bisa pesan 10 kerupuk udang [SEP] oke kak kerupuk udang harganya 45 ribu totalnya 450 ribu,kerupuk udang,10,45000,1
beli 8 teh madu kurma ya [SEP] siap kak teh madu kurma 51rb per porsi total 408rb ya,teh madu kurma,8,51000,1
boleh pesan 10 spesial mozarella kornet ya [SEP] siap spesial mozarella kornet 53.000 totalnya 530.000 kak,spesial mozarella kornet,10,53000,2
mas 8 bakpao coklat ya [SEP] noted kak bakpao coklat 60rb per porsi totalnya 480k,bakpao coklat,8,60000,2
pesan 8 mie goreng sosis [SEP] mie goreng sosis rp59rb ya kak jadi 472k,mie goreng sosis,8,59000,1
mau 10 kantong belanja ya kak [SEP] baik kak kantong belanja rp35rb satuan totalnya 350 ribu,kantong belanja,10,35000,2
kak mau pesen 9 iced lemon soda coffee dong [SEP] noted kak ditunggu ya,iced lemon soda coffee,9,-1,2
pesan 2 margarin [SEP] oke siap kak,margarin,2,-1,2
kak mau order 7 jam selai dong [SEP] siap jam selai 74.000 totalnya 518.000 kak,jam selai,7,74000,1
bu bisa pesan 5 zeribowol wintermelon kak [SEP] baik kak zeribowol wintermelon 39.000 satuan totalnya 195.000,zeribowol wintermelon,5,39000,2
bu bisa pesan 10 mapple sirup ya [SEP] siap mapple sirup rp 34.000 totalnya 340 ribu kak,mapple sirup,10,34000,2
mau 3 pork rice dong [SEP] baik kak pork rice rp 46.000 satuan totalnya rp138rb,pork rice,3,46000,3
4 nasi ayam gobyos dong [SEP] oke kak pesanannya masuk ya,nasi ayam gobyos,4,-1,1
mbak 7 hainam campur jumbo ya kak [SEP] siap kak hainam campur jumbo 9 ribu per porsi total 63.000 ya,hainam campur jumbo,7,9000,2
kk 1 sabbath double [SEP] siap kak sabbath double 35 ribu per porsi total rp 35.000 ya,sabbath double,1,35000,1
mau 2 whole wheat raisin bread nih [SEP] oke kak whole wheat raisin bread harganya 31k totalnya rp62rb,whole wheat raisin bread,2,31000,1
minta 8 ayam katsu crispy dong [SEP] noted kak ayam katsu crispy rp 3.000 per porsi totalnya rp 24.000,ayam katsu crispy,8,3000,1
bg bisa pesan 5 manggo tango kak [SEP] siap manggo tango 9rb totalnya rp45rb kak,manggo tango,5,9000,1
6 mix choco ya [SEP] oke mix choco harga 24rb total rp 144.000 ya kak,mix choco,6,24000,2
pesan 5 cireng ranjau [SEP] oke siap kak,cireng ranjau,5,-1,3
minta 9 nasi kari limasari nasi sereh ya kak [SEP] oke nasi kari limasari nasi sereh harga 50 ribu total 450k ya kak,nasi kari limasari nasi sereh,9,50000,3
kak mau pesen 5 bolu gulung lemon ya kak [SEP] baik kak,bolu gulung lemon,5,-1,2
8 choco blaze dong [SEP] choco blaze rp70rb ya kak jadi 560rb,choco blaze,8,70000,2
beli 9 ice millsis [SEP] siap kak ice millsis 68k per porsi total rp612rb ya,ice millsis,9,68000,1
pesan 7 baked eggs kak [SEP] baked eggs 8.000 ya kak jadi rp56rb,baked eggs,7,8000,1
mas 6 ton katsu kak [SEP] siap ton katsu 53k totalnya 318.000 kak,ton katsu,6,53000,3
pak 8 black burger jumbo ya kak [SEP] noted kak black burger jumbo 56rb per porsi totalnya rp 448.000,black burger jumbo,8,56000,2
8 milk shake chocolatos nih [SEP] oke kak milk shake chocolatos harganya 26k totalnya rp208rb,milk shake chocolatos,8,26000,1
mau 10 ayam geprek jengkolpotong kak [SEP] oke ayam geprek jengkolpotong harga 23k total rp 230.000 ya kak,ayam geprek jengkolpotong,10,23000,2
kak mau order 9 ikan calo peda mentah ya kak [SEP] ikan calo peda mentah 11 ribu ya kak jadi 99 ribu,ikan calo peda mentah,9,11000,3
1 sagu aren segar nih [SEP] noted kak sagu aren segar 43rb per porsi totalnya 43.000,sagu aren segar,1,43000,3
minta 7 cold brew tea ya kak [SEP] cold brew tea rp46rb ya kak jadi 322k,cold brew tea,7,46000,2
boleh pesen 1 istimewa kornet dong [SEP] baik kak istimewa kornet rp43rb satuan totalnya 43.000,istimewa kornet,1,43000,3
mau 6 sistagor small ya [SEP] siap kak sistagor small 73.000 per porsi total 438rb ya,sistagor small,6,73000,2
beli 1 choco chip mini ya [SEP] oke choco chip mini harga rp55rb total 55 ribu ya kak,choco chip mini,1,55000,1
pesan 10 double expresso ya kak [SEP] siap kak double expresso 41rb per porsi ttl rp 410.000 ya,double expresso,10,41000,3
boleh pesan 2 tumis bayam bersantan ya kak [SEP] oke kak tumis bayam bersantan harganya 11 rb totalnya 22k,tumis bayam bersantan,2,11000,3
min 8 lapis blackforest [SEP] siap kak lapis blackforest 15 ribu per porsi total 120.000 ya,lapis blackforest,8,15000,1
beli 7 es kopi kulo nih [SEP] siap es kopi kulo 64k totalnya rp448rb kak,es kopi kulo,7,64000,2
kak mau order 4 nasi kebuli kambing [SEP] siap nasi kebuli kambing 71k totalnya rp 284.000 kak,nasi kebuli kambing,4,71000,2
mau 2 chicken katsu nanban bento kak [SEP] baik kak chicken katsu nanban bento 64k satuan totalnya 128k,chicken katsu nanban bento,2,64000,2
2 sate ayam campur kak [SEP] siap kak,sate ayam campur,2,-1,1
bli 10 kwitiaw goreng telur ya kak [SEP] oke kak kwitiaw goreng telur hrgny 72.000 totalnya rp720rb,kwitiaw goreng telur,10,72000,3
pesan 2 ice avocado latte kak [SEP] siap ice avocado latte 4.000 totalnya rp8rb kak,ice avocado latte,2,4000,2
9 nasi wader penyet ya [SEP] siap nasi wader penyet 10rb totalnya 90k kak,nasi wader penyet,9,10000,3
minta 5 spaghetti cacio e pepe dong kak [SEP] spaghetti cacio e pepe 74.000 ya kak jadi 370rb,spaghetti cacio e pepe,5,74000,2
mau 10 jus wortel susu [SEP] oke jus wortel susu harga 63rb total rp 630.000 ya kak,jus wortel susu,10,63000,3
minta 3 kerupuk cumi goreng ya kak [SEP] baik kak kerupuk cumi goreng 6rb satuan totalnya 18k,kerupuk cumi goreng,3,6000,1
beli 4 teh vanila besar nih [SEP] baik kak teh vanila besar 52 ribu satuan totalnya rp 208.000,teh vanila besar,4,52000,2
2 pancong blueberry jam nih [SEP] siap pancong blueberry jam 60k totalnya 120k kak,pancong blueberry jam,2,60000,2
boleh pesan 1 chochocips s ya kak [SEP] oke kak chochocips s harganya 62 ribu totalnya 62 ribu,chochocips s,1,62000,3
minta 1 soto betawi masakan [SEP] baik kak soto betawi masakan rp39rb satuan totalnya 39rb,soto betawi masakan,1,39000,1
kak mau order 2 kentang tornado [SEP] siap kak kentang tornado 65rb per porsi total rp130rb ya,kentang tornado,2,65000,3
mau 7 american beef cheese loaf dong kak [SEP] siap kak american beef cheese loaf rp57rb per porsi total 399k ya,american beef cheese loaf,7,57000,1
beli 9 kangkung belacan seafood nih [SEP] kangkung belacan seafood rp 64.000 ya kak jadi 576 ribu,kangkung belacan seafood,9,64000,2
pesan 6 empek empek asli palembang [SEP] noted kak ditunggu ya,empek empek asli palembang,6,-1,2
beli 3 caf latte hazelnut dong kak [SEP] siap caf latte hazelnut rp73rb totalnya 219rb kak,caf latte hazelnut,3,73000,1
pesan 4 roti bakar puff pastry durian dong [SEP] oke kak pesanannya masuk ya,roti bakar puff pastry durian,4,-1,3
bisa pesan 1 rahmat gift box nih [SEP] baik kak rahmat gift box rp 62.000 satuan totalnya 62.000,rahmat gift box,1,62000,1
mbak mau pesen 7 bihun gorengkuah dong kak [SEP] oke bihun gorengkuah harga 43.000 total rp301rb ya kak,bihun gorengkuah,7,43000,2
mbaakk bz pesan 2 kori konyaku lhycee nih [SEP] baik kak kori konyaku lhycee 36k satuan totalnya 72.000,kori konyaku lhycee,2,36000,3
mau 9 mie djoedes original topping teriyaki dong kak [SEP] oke mie djoedes original topping teriyaki harga rp49rb total 441.000 ya kak,mie djoedes original topping teriyaki,9,49000,1
pesan 2 orange float [SEP] oke kak orange float harganya rp45rb totalnya 90k,orange float,2,45000,1
beli 9 naget chocolate ya [SEP] naget chocolate rp 27.000 ya kak jadi 243.000,naget chocolate,9,27000,2
kak mau pesen 2 teh es dong [SEP] noted kak ditunggu ya,teh es,2,-1,1
pesan 8 es thai tea ya kak [SEP] baik kak,es thai tea,8,-1,1
minta 10 tiamo kopi susu ketenangan ya [SEP] siap kak tiamo kopi susu ketenangan 73.000 per porsi total 730 rbuan ya,tiamo  kopi susu ketenangan,10,73000,3
kak mau order 3 roti tawar premium dong [SEP] siap roti tawar premium 30rb totalnya rp 90.000 kak,roti tawar premium,3,30000,1
4 fu yung hae saus pedas [SEP] fu yung hae saus pedas 49rb ya kak jadi rp196rb,fu yung hae saus pedas,4,49000,2
kk 4 blueberry avocado [SEP] oke kak pesanannya masuk ya,blueberry avocado,4,-1,3
kk 4 nasi goreng miramar dong kak [SEP] nasi goreng miramar 56rb ya kak jadi rp224rb,nasi goreng miramar,4,56000,2
pesan 6 soto padang ya [SEP] baik kak soto padang 20.000 satuan totalnya rp120rb,soto padang,6,20000,3
